Date,Close
2/01/2019,101.39155384354366
3/01/2019,101.7312242901663
4/01/2019,101.83630110278045
7/01/2019,101.88339878721735
8/01/2019,101.67938093342532
9/01/2019,101.54911211559221
10/01/2019,99.4045328709199
11/01/2019,99.8675521915897
14/01/2019,101.57872780703916
15/01/2019,102.04690878529038
16/01/2019,103.38912031377622
17/01/2019,102.28432663158426
18/01/2019,102.12444227629658
22/01/2019,102.97821846976503
23/01/2019,104.04239837340432
24/01/2019,104.1945605415888
25/01/2019,105.12758834422112
28/01/2019,105.12902178664515
29/01/2019,104.74883165861138
30/01/2019,104.87680134762908
31/01/2019,105.76894540384201
1/02/2019,106.35282273670903
4/02/2019,106.82561151381074
5/02/2019,106.99292885391003
6/02/2019,106.6903070824615
7/02/2019,107.4579102452514
8/02/2019,107.23720666809517
11/02/2019,108.32488547129522
12/02/2019,107.63884390345697
13/02/2019,106.53739189589923
14/02/2019,106.21995626093234
15/02/2019,105.63124158691028
19/02/2019,106.55790160307275
20/02/2019,106.2683433589933
21/02/2019,106.13194607185517
22/02/2019,105.8253959712041
25/02/2019,105.87972081772737
26/02/2019,103.7605636791603
27/02/2019,103.54702246289234
28/02/2019,104.28946860375395
1/03/2019,103.80092069318242
4/03/2019,104.48026428980809
5/03/2019,104.96099106204731
6/03/2019,106.20294785525745
7/03/2019,106.39859064414522
8/03/2019,106.58563830053099
11/03/2019,107.10140936392844
12/03/2019,107.0824658488464
13/03/2019,106.32385689444769
14/03/2019,106.82087582500542
15/03/2019,107.47381434602067
18/03/2019,107.6755253788335
19/03/2019,107.86420087218941
20/03/2019,107.5030579422434
21/03/2019,107.24477046252943
22/03/2019,107.87812786494747
25/03/2019,109.37958816896754
26/03/2019,109.05294008936059
27/03/2019,109.22342269588869
28/03/2019,110.03206071292291
29/03/2019,110.46539505686755
1/04/2019,111.04307171548365
2/04/2019,111.06923451968319
3/04/2019,112.4798860355893
4/04/2019,112.21061393343702
5/04/2019,112.75367568270416
8/04/2019,112.87465965607137
9/04/2019,112.62975329781472
10/04/2019,112.87589632156306
11/04/2019,114.87477173817065
12/04/2019,113.7401208604858
15/04/2019,115.08746724649602
16/04/2019,115.62073452214162
17/04/2019,116.02976618576908
18/04/2019,115.3621470465552
22/04/2019,116.70063318809514
23/04/2019,117.2409837552874
24/04/2019,117.08411784052024
25/04/2019,118.3019286355895
26/04/2019,116.67503258060681
29/04/2019,116.86306268218844
30/04/2019,116.38882803296194
1/05/2019,116.26098302926593
2/05/2019,113.74522773033353
3/05/2019,114.2936306957433
6/05/2019,113.90925977253815
7/05/2019,110.47728057243552
8/05/2019,111.02243646593205
9/05/2019,112.96998136514712
10/05/2019,114.05410179839971
13/05/2019,113.56327905481263
14/05/2019,114.47885366654913
15/05/2019,113.78127419505482
16/05/2019,113.97446824257294
17/05/2019,114.24327678520122
20/05/2019,115.31880569901803
21/05/2019,115.03033201143663
22/05/2019,114.3102199358688
23/05/2019,113.52867847914423
24/05/2019,113.68802496706938
28/05/2019,112.84961869885824
29/05/2019,112.72937970773275
30/05/2019,112.81972249854442
31/05/2019,112.94446467064459
3/06/2019,112.47061289403207
4/06/2019,114.31343411306293
5/06/2019,115.16364856776248
6/06/2019,116.39386965952306
7/06/2019,117.67227603460357
10/06/2019,118.38460894220677
11/06/2019,118.66526899002207
12/06/2019,118.3766388782894
13/06/2019,118.61976783438432
14/06/2019,119.61150532351128
17/06/2019,118.49981876489905
18/06/2019,119.42969402988817
19/06/2019,120.96404646564072
20/06/2019,121.17377784135647
21/06/2019,122.0048824598533
24/06/2019,122.3454689464569
25/06/2019,122.02502196736364
26/06/2019,121.24422641848123
27/06/2019,122.70105754787798
28/06/2019,122.43089042283002
1/07/2019,121.49546963273609
2/07/2019,122.89142069219814
3/07/2019,121.96058202478167
5/07/2019,120.22804197277082
8/07/2019,117.45122269531268
9/07/2019,118.97431754047578
10/07/2019,119.46728787548606
11/07/2019,114.32372538934116
12/07/2019,116.57932548387582
15/07/2019,118.06314530260974
16/07/2019,117.40312813004783
17/07/2019,118.49641719821382
18/07/2019,122.06401418174401
19/07/2019,122.02959580322177
22/07/2019,123.2906122242496
23/07/2019,123.4703765933597
24/07/2019,122.21184794701833
25/07/2019,123.81622061021723
26/07/2019,125.35275298540988
29/07/2019,125.27646080242414
30/07/2019,125.08016867513905
31/07/2019,127.78642916823534
1/08/2019,130.0678603284222
2/08/2019,130.67297348685395
5/08/2019,132.39690675462498
6/08/2019,133.2105261043524
7/08/2019,134.13077407809803
8/08/2019,135.07578251006044
9/08/2019,134.57741025614527
12/08/2019,134.5084806970825
13/08/2019,135.5890737023629
14/08/2019,134.9795972938296
15/08/2019,133.8734080391685
16/08/2019,132.9706910121974
19/08/2019,133.05085764990957
20/08/2019,130.11623956279078
21/08/2019,126.81204797894318
22/08/2019,123.54075189790446
23/08/2019,127.35300341636297
26/08/2019,123.10250736054066
27/08/2019,122.07425003066481
28/08/2019,124.96592158680355
29/08/2019,124.25859217941134
30/08/2019,125.23217633149729
3/09/2019,127.84725448539115
4/09/2019,127.60108309493775
5/09/2019,125.06230967225073
6/09/2019,125.86735275886802
9/09/2019,127.88645364828294
10/09/2019,127.70412737515649
11/09/2019,129.60779721388892
12/09/2019,127.66441126426189
13/09/2019,127.89636656368349
16/09/2019,131.28272892795465
17/09/2019,132.4131720417601
18/09/2019,132.1193832001403
19/09/2019,131.03956997475365
20/09/2019,130.18806638739318
23/09/2019,126.70528442407104
24/09/2019,126.05537236550366
25/09/2019,129.04696677730723
26/09/2019,128.66954364233735
27/09/2019,129.30449606300385
30/09/2019,131.15730714145096
1/10/2019,130.99707096933906
2/10/2019,132.34948992365673
3/10/2019,133.02617582330612
4/10/2019,134.64505533936966
7/10/2019,136.25265022689393
8/10/2019,137.16784165091914
9/10/2019,137.9730200033527
10/10/2019,138.01669673171466
11/10/2019,135.48551468659065
14/10/2019,135.74849945294196
15/10/2019,136.31688065356167
16/10/2019,134.00207703636318
17/10/2019,134.6752781983041
18/10/2019,134.20530312459394
21/10/2019,133.38158103706635
22/10/2019,135.6196334123208
23/10/2019,136.28848748284685
24/10/2019,135.64483580216424
25/10/2019,134.68429857189145
28/10/2019,136.7184438002356
29/10/2019,136.84507055126383
30/10/2019,137.86828906549007
31/10/2019,139.74876547225213
1/11/2019,141.10082356579144
4/11/2019,142.39097045784442
5/11/2019,140.1760917578996
6/11/2019,140.60275997956674
7/11/2019,141.01488199271526
8/11/2019,142.9942041750523
11/11/2019,143.2925750076954
12/11/2019,144.94563540890434
13/11/2019,145.0219911377614
14/11/2019,146.21798199634338
15/11/2019,146.03267446216728
18/11/2019,145.52238223876532
19/11/2019,144.58684453316607
20/11/2019,142.07135998134765
21/11/2019,140.38826526596233
22/11/2019,142.29617142199325
25/11/2019,140.4383115866304
26/11/2019,141.9813288361037
27/11/2019,143.160311456961
29/11/2019,146.68476315676372
2/12/2019,144.6170042206273
3/12/2019,146.1627118833906
4/12/2019,147.64501599245008
5/12/2019,148.0230230738848
6/12/2019,148.6304238364449
9/12/2019,151.0643321743308
10/12/2019,153.68758704757283
11/12/2019,153.32714568159378
12/12/2019,152.74567060157568
13/12/2019,152.77184176015743
16/12/2019,153.48038571022707
17/12/2019,152.92697625860802
18/12/2019,152.65043396339553
19/12/2019,153.23318363280845
20/12/2019,151.91751721065052
23/12/2019,154.32199172230736
24/12/2019,153.32431833131625
26/12/2019,150.12215127146933
27/12/2019,144.87430980031647
30/12/2019,143.91354477101657
31/12/2019,144.34684890858878
2/01/2020,147.37259711664313
3/01/2020,147.3918449619879
6/01/2020,148.84099518781045
7/01/2020,150.3983316639256
8/01/2020,151.08582396685262
9/01/2020,151.67352767831153
10/01/2020,151.42264197354305
13/01/2020,150.49014370458687
14/01/2020,152.30416768337557
15/01/2020,151.03784610455185
16/01/2020,151.58996287839133
17/01/2020,150.99465472098117
21/01/2020,151.57172814225984
22/01/2020,151.43716604848777
23/01/2020,152.2393090067493
24/01/2020,153.45937371180847
27/01/2020,157.39502814305905
28/01/2020,156.98768482062067
29/01/2020,158.10843200180446
30/01/2020,159.72411513285545
31/01/2020,157.4663692511163
3/02/2020,157.85222304532854
4/02/2020,158.3297850431616
5/02/2020,154.38754237618005
6/02/2020,154.3968343937157
7/02/2020,155.79189527853393
10/02/2020,156.61640663953145
11/02/2020,157.96560824264884
12/02/2020,160.21482249635145
13/02/2020,162.7424224027447
14/02/2020,162.21966671251076
18/02/2020,159.95769791848107
19/02/2020,160.8272159646716
20/02/2020,158.15906940001656
21/02/2020,160.32486301038105
24/02/2020,160.42553811994497
25/02/2020,163.25703427915866
26/02/2020,163.43965925694553
27/02/2020,162.97352113949134
28/02/2020,164.779347485401
2/03/2020,163.63300628272077
3/03/2020,164.30617299424384
4/03/2020,162.0814356293012
5/03/2020,163.58453627429978
6/03/2020,160.02616837885884
9/03/2020,160.01468420958744
10/03/2020,154.48283010342402
11/03/2020,154.11070826330518
12/03/2020,144.86648969580753
13/03/2020,145.71145491305145
16/03/2020,152.24924913604858
17/03/2020,148.42615712544392
18/03/2020,152.86301402963366
19/03/2020,152.787027193479
20/03/2020,149.2272968010478
23/03/2020,147.00884428414668
24/03/2020,148.98374032068602
25/03/2020,147.16580135433654
26/03/2020,140.73287061430204
27/03/2020,146.71000930619323
30/03/2020,142.79347061224652
31/03/2020,138.6294632517668
1/04/2020,139.3257838430781
2/04/2020,143.64601669496795
3/04/2020,145.94229855861605
6/04/2020,143.734523058369
7/04/2020,142.4280026262276
8/04/2020,141.09388514729193
9/04/2020,147.57152434638724
13/04/2020,148.1312815963172
14/04/2020,143.98482384612302
15/04/2020,138.23975133457049
16/04/2020,139.3009874589536
17/04/2020,137.02070809990468
20/04/2020,139.5066565621537
21/04/2020,139.74040416692446
22/04/2020,130.02484569335292
23/04/2020,129.06535848144156
24/04/2020,131.51417475351235
27/04/2020,130.3591115024711
28/04/2020,133.96134504644178
29/04/2020,135.16862790964234
30/04/2020,146.33062752607617
1/05/2020,146.24906386155192
4/05/2020,148.77127054693688
5/05/2020,150.1140573711269
6/05/2020,146.0369533237855
7/05/2020,148.144118103526
8/05/2020,143.17987634045417
11/05/2020,143.91136745153318
12/05/2020,143.59164286610604
13/05/2020,146.32520566004288
14/05/2020,147.41318585625393
15/05/2020,144.0449230974507
18/05/2020,138.54891370143295
19/05/2020,139.44928317080132
20/05/2020,138.56009368122142
21/05/2020,135.6018570860404
22/05/2020,131.32363287723953
26/05/2020,129.72257053021443
27/05/2020,137.67747155919187
28/05/2020,141.93001230010196
29/05/2020,141.684449779291
