Date,Close
2/01/2019,154.78056536254758
3/01/2019,155.19285868128907
4/01/2019,155.41084877522792
7/01/2019,156.12709873391637
8/01/2019,156.4550786382216
9/01/2019,156.7794139258955
10/01/2019,157.17487089641892
11/01/2019,157.35589248843775
14/01/2019,157.84842322498022
15/01/2019,158.0688143599498
16/01/2019,158.2722193735477
17/01/2019,158.53574990722424
18/01/2019,158.5764268281982
22/01/2019,158.70039882112533
23/01/2019,158.76425803109817
24/01/2019,158.89698571855232
25/01/2019,158.81818648666837
28/01/2019,158.59893257138162
29/01/2019,158.62018438046283
30/01/2019,158.65037027455335
31/01/2019,158.7699870270382
1/02/2019,158.69885533745227
4/02/2019,158.62335659349202
5/02/2019,158.72953827196798
6/02/2019,158.86065708118156
7/02/2019,159.09524846807648
8/02/2019,159.15092335250836
11/02/2019,159.50203785635077
12/02/2019,159.7570228484747
13/02/2019,160.03576744157482
14/02/2019,160.41418666548844
15/02/2019,160.60738622368416
19/02/2019,161.65696080631824
20/02/2019,162.01116118350475
21/02/2019,162.44837912379637
22/02/2019,162.68302936334067
25/02/2019,163.40478383315607
26/02/2019,163.72250680639516
27/02/2019,164.03232177439403
28/02/2019,164.41024065472186
1/03/2019,164.5720138387298
4/03/2019,165.0096442332978
5/03/2019,165.2167663533838
6/03/2019,165.41117582741114
7/03/2019,165.67079362166777
8/03/2019,165.71324445176546
11/03/2019,165.80432501644128
12/03/2019,165.90498981342503
13/03/2019,165.99972119445087
14/03/2019,166.16752739613662
15/03/2019,166.12692946928252
18/03/2019,166.02745330163555
19/03/2019,166.08515896375727
20/03/2019,166.14726104953934
21/03/2019,166.29254114324036
22/03/2019,166.23914251733257
25/03/2019,166.1539392109339
26/03/2019,166.23156824303075
27/03/2019,166.31979930395653
28/03/2019,166.49652029978006
29/03/2019,166.47896237947674
1/04/2019,166.5186397545786
2/04/2019,166.64080057815565
3/04/2019,166.7736858164597
4/04/2019,166.99447322025924
5/04/2019,167.019753202942
8/04/2019,167.1753057834754
9/04/2019,167.33052021542406
10/04/2019,167.4931942501015
11/04/2019,167.74033568363305
12/04/2019,167.7884395300084
15/04/2019,167.9913618195314
16/04/2019,168.15566912469393
17/04/2019,168.324392429948
18/04/2019,168.5747922700569
22/04/2019,168.81720469910272
23/04/2019,168.97572742346335
24/04/2019,169.1379772872161
25/04/2019,169.38160478438144
26/04/2019,169.42378039796705
29/04/2019,169.60141795397158
30/04/2019,169.7571157994201
1/05/2019,169.9182505280115
2/05/2019,170.16269551422744
3/05/2019,170.20779715059962
6/05/2019,170.40782270310328
7/05/2019,170.57554709893517
8/05/2019,170.75084899508516
9/05/2019,171.01142159699566
10/05/2019,171.074368133228
13/05/2019,171.33491051165203
14/05/2019,171.52376215963935
15/05/2019,171.71987231001737
16/05/2019,172.0004073068559
17/05/2019,172.08192466551256
20/05/2019,172.38433239394735
21/05/2019,172.58076446904317
22/05/2019,172.78047016292257
23/05/2019,173.06021348447013
