Date,Close
2/01/2019,100.42317
3/01/2019,100.525986
4/01/2019,100.565346
7/01/2019,100.55236
8/01/2019,100.49101
9/01/2019,100.372856
10/01/2019,100.21424
11/01/2019,99.94671
14/01/2019,99.65168
15/01/2019,99.45018
16/01/2019,99.4277
17/01/2019,99.62711
18/01/2019,99.948166
22/01/2019,100.29174
23/01/2019,100.65521
24/01/2019,101.00687
25/01/2019,101.386406
28/01/2019,101.80903
29/01/2019,102.240776
30/01/2019,102.569496
31/01/2019,102.79153
1/02/2019,102.97536
4/02/2019,103.19412
5/02/2019,103.441025
6/02/2019,103.7218
7/02/2019,104.00956
8/02/2019,104.29555
11/02/2019,104.575356
12/02/2019,104.86254
13/02/2019,105.11148
14/02/2019,105.219536
15/02/2019,105.16948
19/02/2019,104.973145
20/02/2019,104.7345
21/02/2019,104.490265
22/02/2019,104.25782
25/02/2019,104.0534
26/02/2019,103.895164
27/02/2019,103.70244
28/02/2019,103.45143
1/03/2019,103.17881
4/03/2019,102.90971
5/03/2019,102.7163
6/03/2019,102.65151
7/03/2019,102.76223
8/03/2019,103.03708
11/03/2019,103.41441
12/03/2019,103.85205
13/03/2019,104.28816
14/03/2019,104.62531
15/03/2019,104.85456
18/03/2019,105.03617
19/03/2019,105.192215
20/03/2019,105.3255
21/03/2019,105.430786
22/03/2019,105.476265
25/03/2019,105.51021
26/03/2019,105.63268
27/03/2019,105.825
28/03/2019,106.04909
29/03/2019,106.331345
1/04/2019,106.70019
2/04/2019,107.124565
3/04/2019,107.56687
4/04/2019,108.100746
5/04/2019,108.6295
8/04/2019,109.106995
9/04/2019,109.49772
10/04/2019,109.88255
11/04/2019,110.18104
12/04/2019,110.41868
15/04/2019,110.563614
16/04/2019,110.69139
17/04/2019,110.86751
18/04/2019,111.10945
22/04/2019,111.406746
23/04/2019,111.76708
24/04/2019,112.23102
25/04/2019,112.764175
26/04/2019,113.19886
29/04/2019,113.479126
30/04/2019,113.57598
1/05/2019,113.48653
2/05/2019,113.24703
3/05/2019,112.82296
6/05/2019,112.28398
7/05/2019,111.76492
8/05/2019,111.116264
9/05/2019,110.36842
10/05/2019,109.776306
13/05/2019,109.5391
14/05/2019,109.64976
15/05/2019,110.02862
16/05/2019,110.48921
17/05/2019,110.913765
20/05/2019,111.26547
21/05/2019,111.56207
22/05/2019,111.7692
23/05/2019,111.86021
24/05/2019,111.81786
28/05/2019,111.64748
29/05/2019,111.338646
30/05/2019,110.95952
31/05/2019,110.586716
3/06/2019,110.27565
4/06/2019,110.06728
5/06/2019,110.0653
6/06/2019,110.3242
7/06/2019,110.8732
10/06/2019,111.62682
11/06/2019,112.48851
12/06/2019,113.31179
13/06/2019,114.000175
14/06/2019,114.51226
17/06/2019,114.92352
18/06/2019,115.21078
19/06/2019,115.39297
20/06/2019,115.58945
21/06/2019,115.80619
24/06/2019,116.09778
25/06/2019,116.46913
26/06/2019,116.85485
27/06/2019,117.16329
28/06/2019,117.4031
1/07/2019,117.51814
2/07/2019,117.5413
3/07/2019,117.523834
5/07/2019,117.436874
8/07/2019,117.14504
9/07/2019,116.45705
10/07/2019,115.63936
11/07/2019,114.964516
12/07/2019,114.3347
15/07/2019,113.83862
16/07/2019,113.53718
17/07/2019,113.37166
18/07/2019,113.56715
19/07/2019,114.164406
22/07/2019,115.01351
23/07/2019,116.0316
24/07/2019,117.05531
